,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item
0,22,1,2246.449,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ
1,22,1,2246.449,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ
2,22,1,2246.449,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,ノーマル,シルクのスカーフ
3,22,1,2246.449,ガブリアス,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりハチマキ
4,22,1,2246.449,アーマーガア,0823-00,アーマーガア,,ひこう,はがね,一般,あく,ゴツゴツメット
5,22,1,2246.449,ラグラージ,0260-00,ラグラージ,,みず,じめん,一般,ほのお,オボンのみ
6,22,2,2235.23,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりハチマキ
7,22,2,2235.23,ママンボウ,0594-00,ママンボウ,,みず,,一般,ゴースト,とつげきチョッキ
8,22,2,2235.23,グライオン,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま
9,22,2,2235.23,キラフロル,0970-00,キラフロル,,いわ,どく,一般,フェアリー,きあいのタスキ
10,22,2,2235.23,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし
11,22,2,2235.23,ドラパルト,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりメガネ
12,22,3,2211.555,ドヒドイデ,0748-00,ドヒドイデ,,どく,みず,一般,はがね,もちものなし
13,22,3,2211.555,ハピナス,0242-00,ハピナス,,ノーマル,,一般,かくとう,あつぞこブーツ
14,22,3,2211.555,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし
15,22,3,2211.555,グライオン,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま
16,22,3,2211.555,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント
17,22,3,2211.555,ヌメルゴン,0706-00,ヌメルゴン,,ドラゴン,,一般,フェアリー,カゴのみ
18,22,4,2208.11,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,フェアリー,たべのこし
19,22,4,2208.11,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,おんみつマント
20,22,4,2208.11,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,とつげきチョッキ
21,22,4,2208.11,エースバーン,0815-00,エースバーン,,ほのお,,一般,ほのお,こだわりハチマキ
22,22,4,2208.11,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりスカーフ
23,22,4,2208.11,マタドガス(ガラル),0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,ゴースト,ふうせん
